id_student,gender,region,highest_education,studied_credits,imd_band,total_clicks,avg_score,engagement_level,performance_level,risk_level,pass_flag,dropout_flag,final_result,score_category,engagement_ratio,click_category
311917,M,South West Region,A Level or Equivalent,120,60-70%,2230,59.2,High,Medium,Safe,1,0,Pass,Medium,18.58333333,Low
312782,M,South Region,A Level or Equivalent,60,90-100%,281,61.8,Low,Medium,Very High Risk,1,0,Pass,Medium,4.683333333,Low
318933,F,East Anglian Region,HE Qualification,120,80-90%,1281,66.6,Medium,Medium,Low Risk,1,0,Pass,Medium,10.675,Low
324002,M,East Anglian Region,HE Qualification,60,40-50%,1901,80.4,High,High,Low Risk,1,0,Pass,High,31.68333333,Low
324084,F,South West Region,A Level or Equivalent,60,Oct-20,1961,57.6,High,Medium,Low Risk,1,0,Pass,Medium,32.68333333,Low
324282,M,South East Region,A Level or Equivalent,120,90-100%,133,61.2,Low,Medium,Very High Risk,1,0,Pass,Medium,1.108333333,Low
332789,F,East Anglian Region,A Level or Equivalent,60,60-70%,1655,74.4,High,High,Low Risk,1,0,Pass,High,27.58333333,Low
333059,M,Scotland,A Level or Equivalent,120,20-30%,301,65.8,Low,Medium,Very High Risk,1,0,Pass,Medium,2.508333333,Low
333323,M,Scotland,HE Qualification,60,80-90%,648,74.4,Medium,High,High Risk,1,0,Pass,High,10.8,Low
334259,F,London Region,A Level or Equivalent,150,50-60%,332,53,Low,Medium,High Risk,0,0,Fail,Medium,2.213333333,Low
334333,F,South West Region,A Level or Equivalent,240,0-10%,303,36,Low,Low,Very High Risk,0,1,Withdrawn,Medium,1.2625,Low
336207,M,East Anglian Region,A Level or Equivalent,120,90-100%,1316,68.2,Medium,Medium,Low Risk,1,0,Pass,High,10.96666667,Low
339972,M,North Region,A Level or Equivalent,60,80-90%,333,49.8,Low,Low,High Risk,1,0,Pass,Medium,5.55,Low
341872,M,East Anglian Region,Lower Than A Level,180,40-50%,201,64.2,Low,Medium,Very High Risk,0,0,Fail,Medium,1.116666667,Low
342007,F,West Midlands Region,HE Qualification,60,70-80%,3178,82.33333333,High,High,Safe,0,1,Withdrawn,High,52.96666667,Medium
342514,M,Scotland,Lower Than A Level,60,50-60%,1950,77.2,High,High,Low Risk,1,0,Pass,High,32.5,Low
342972,M,Yorkshire Region,HE Qualification,60,0-10%,838,60.4,Medium,Medium,High Risk,1,0,Pass,Medium,13.96666667,Low
344282,M,Yorkshire Region,A Level or Equivalent,60,Oct-20,65,49.2,Low,Low,Very High Risk,0,0,Fail,Medium,1.083333333,Low
345068,M,East Anglian Region,A Level or Equivalent,180,60-70%,547,78,Medium,High,High Risk,1,0,Pass,High,3.038888889,Low
345357,M,Yorkshire Region,A Level or Equivalent,60,30-40%,2219,80.4,High,High,Safe,1,0,Distinction,High,36.98333333,Low
346025,M,East Anglian Region,A Level or Equivalent,120,50-60%,569,82.4,Medium,High,High Risk,1,0,Pass,High,4.741666667,Low
346843,F,Scotland,HE Qualification,120,50-60%,164,75.71428571,Low,High,Very High Risk,0,0,Fail,High,1.366666667,Low
350188,M,North Western Region,HE Qualification,60,80-90%,761,73.8,Medium,High,High Risk,1,0,Pass,High,12.68333333,Low
354858,M,South Region,HE Qualification,120,90-100%,198,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,1.65,Low
357668,M,Yorkshire Region,A Level or Equivalent,60,Oct-20,166,57,Low,Medium,Very High Risk,0,0,Fail,Medium,2.766666667,Low
364177,M,East Anglian Region,Lower Than A Level,60,70-80%,821,69,Medium,Medium,High Risk,0,0,Fail,High,13.68333333,Low
365244,F,London Region,A Level or Equivalent,120,0-10%,891,56.4,Medium,Medium,High Risk,1,0,Pass,Medium,7.425,Low
365642,M,East Anglian Region,Lower Than A Level,60,Oct-20,2129,70,High,Medium,Low Risk,1,0,Pass,High,35.48333333,Low
366483,M,South West Region,HE Qualification,60,40-50%,1465,76.8,Medium,High,Low Risk,1,0,Pass,High,24.41666667,Low
368194,F,South West Region,A Level or Equivalent,120,50-60%,437,50.4,Low,Medium,High Risk,1,0,Pass,Medium,3.641666667,Low
368824,M,Wales,HE Qualification,120,50-60%,292,55.6,Low,Medium,Very High Risk,0,0,Fail,Medium,2.433333333,Low
368963,M,Yorkshire Region,Lower Than A Level,180,0-10%,677,66.4,Medium,Medium,High Risk,1,0,Pass,Medium,3.761111111,Low
376439,M,North Region,HE Qualification,60,20-30%,2342,87,High,High,Safe,1,0,Distinction,High,39.03333333,Low
376581,F,South Region,A Level or Equivalent,60,80-90%,2333,72.8,High,High,Safe,1,0,Pass,High,38.88333333,Low
380953,M,East Midlands Region,A Level or Equivalent,60,80-90%,1062,67.8,Medium,Medium,Low Risk,1,0,Pass,High,17.7,Low
383254,M,Yorkshire Region,A Level or Equivalent,120,90-100%,543,75.6,Medium,High,High Risk,1,0,Pass,High,4.525,Low
386924,M,Ireland,Lower Than A Level,120,20-30%,164,67.8,Low,Medium,Very High Risk,1,0,Pass,High,1.366666667,Low
386952,M,Yorkshire Region,A Level or Equivalent,120,70-80%,910,68,Medium,Medium,Low Risk,1,0,Pass,High,7.583333333,Low
388722,F,London Region,Lower Than A Level,60,80-90%,671,63.8,Medium,Medium,High Risk,1,0,Pass,Medium,11.18333333,Low
388885,M,South West Region,A Level or Equivalent,60,90-100%,875,60.6,Medium,Medium,High Risk,1,0,Pass,Medium,14.58333333,Low
390890,M,Scotland,A Level or Equivalent,90,0-10%,997,68.625,Medium,Medium,Low Risk,0,1,Withdrawn,High,11.07777778,Low
392756,M,West Midlands Region,A Level or Equivalent,120,70-80%,363,45,Low,Low,High Risk,0,0,Fail,Medium,3.025,Low
392931,F,North Western Region,A Level or Equivalent,120,50-60%,3003,68.4,High,Medium,Safe,1,0,Pass,High,25.025,Low
393207,M,North Western Region,A Level or Equivalent,60,60-70%,876,74.2,Medium,High,High Risk,1,0,Pass,High,14.6,Low
396872,M,Yorkshire Region,HE Qualification,180,50-60%,996,61.4,Medium,Medium,Low Risk,1,0,Pass,Medium,5.533333333,Low
398552,M,Yorkshire Region,Lower Than A Level,240,90-100%,1183,46.4,Medium,Low,Low Risk,0,0,Fail,Medium,4.929166667,Low
401869,F,South East Region,Lower Than A Level,60,80-90%,955,65,Medium,Medium,Low Risk,1,0,Pass,Medium,15.91666667,Low
402470,M,South West Region,Lower Than A Level,60,50-60%,1445,72.6,Medium,High,Low Risk,1,0,Pass,High,24.08333333,Low
404804,M,Wales,Lower Than A Level,120,20-30%,509,43.8,Medium,Low,High Risk,1,0,Pass,Medium,4.241666667,Low
405088,M,North Region,A Level or Equivalent,120,20-30%,1388,77.2,Medium,High,Low Risk,1,0,Pass,High,11.56666667,Low
405961,M,Scotland,A Level or Equivalent,240,90-100%,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,3.7625,Low
414117,M,Yorkshire Region,A Level or Equivalent,120,50-60%,807,76.4,Medium,High,High Risk,1,0,Pass,High,6.725,Low
415969,M,West Midlands Region,HE Qualification,90,0-10%,1417,59.66666667,Medium,Medium,Low Risk,0,1,Withdrawn,Medium,15.74444444,Low
420087,M,Scotland,A Level or Equivalent,60,40-50%,342,76,Low,High,High Risk,0,0,Fail,High,5.7,Low
429958,F,North Western Region,A Level or Equivalent,60,70-80%,411,58.4,Low,Medium,High Risk,1,0,Pass,Medium,6.85,Low
441018,F,South East Region,A Level or Equivalent,150,70-80%,646,59.8,Medium,Medium,High Risk,1,0,Pass,Medium,4.306666667,Low
441888,M,London Region,A Level or Equivalent,120,20-30%,739,70.6,Medium,High,High Risk,1,0,Pass,High,6.158333333,Low
442442,M,South West Region,HE Qualification,120,80-90%,1009,40.5,Medium,Low,Low Risk,0,1,Withdrawn,Medium,8.408333333,Low
444677,M,London Region,HE Qualification,60,30-40%,1241,87.6,Medium,High,Low Risk,1,0,Distinction,High,20.68333333,Low
470588,M,South East Region,HE Qualification,60,90-100%,842,79.33333333,Medium,High,High Risk,0,1,Withdrawn,High,14.03333333,Low
489455,F,South West Region,A Level or Equivalent,60,20-30%,2832,70.6,High,High,Safe,1,0,Pass,High,47.2,Low
494424,F,North Region,A Level or Equivalent,60,80-90%,58,75.71428571,Low,High,Very High Risk,0,0,Fail,High,0.966666667,Low
495284,M,South East Region,HE Qualification,120,80-90%,901,66.6,Medium,Medium,High Risk,1,0,Pass,Medium,7.508333333,Low
498857,M,North Western Region,HE Qualification,60,80-90%,998,73,Medium,High,Low Risk,1,0,Pass,High,16.63333333,Low
508818,M,London Region,A Level or Equivalent,120,40-50%,1129,71.8,Medium,High,Low Risk,1,0,Pass,High,9.408333333,Low
512460,M,South East Region,HE Qualification,120,90-100%,521,72.4,Medium,High,High Risk,1,0,Pass,High,4.341666667,Low
544103,M,North Western Region,HE Qualification,120,40-50%,2328,81,High,High,Safe,1,0,Pass,High,19.4,Low
550383,M,South East Region,HE Qualification,60,60-70%,910,72,Medium,High,Low Risk,1,0,Pass,High,15.16666667,Low
564450,M,West Midlands Region,HE Qualification,120,80-90%,224,59.2,Low,Medium,Very High Risk,0,0,Fail,Medium,1.866666667,Low
568601,F,Scotland,HE Qualification,60,30-40%,488,81.5,Medium,High,High Risk,0,1,Withdrawn,High,8.133333333,Low
572652,M,West Midlands Region,HE Qualification,120,70-80%,780,73.2,Medium,High,High Risk,1,0,Pass,High,6.5,Low
580389,M,Ireland,HE Qualification,120,90-100%,1271,71.4,Medium,High,Low Risk,1,0,Pass,High,10.59166667,Low
581129,M,East Anglian Region,A Level or Equivalent,120,30-40%,194,40,Low,Low,Very High Risk,0,0,Fail,Medium,1.616666667,Low
591774,M,South Region,Post Graduate Qualification,60,90-100%,605,76.2,Medium,High,High Risk,1,0,Pass,High,10.08333333,Low
603861,M,North Region,HE Qualification,60,20-30%,1105,63,Medium,Medium,Low Risk,0,1,Withdrawn,Medium,18.41666667,Low
606143,M,Scotland,Post Graduate Qualification,60,90-100%,406,66,Low,Medium,High Risk,0,0,Fail,Medium,6.766666667,Low
704156,M,South Region,HE Qualification,120,90-100%,3064,66,High,Medium,Safe,1,0,Pass,Medium,25.53333333,Low
905042,F,East Anglian Region,A Level or Equivalent,60,90-100%,3004,76.4,High,High,Safe,1,0,Pass,High,50.06666667,Medium
949618,F,South West Region,A Level or Equivalent,60,50-60%,1357,61.8,Medium,Medium,Low Risk,1,0,Pass,Medium,22.61666667,Low
958987,M,North Western Region,HE Qualification,60,40-50%,1216,77.2,Medium,High,Low Risk,1,0,Pass,High,20.26666667,Low
968578,F,East Anglian Region,A Level or Equivalent,60,40-50%,870,72,Medium,High,High Risk,1,0,Pass,High,14.5,Low
969076,M,South West Region,A Level or Equivalent,180,80-90%,1980,59.75,High,Medium,Low Risk,0,1,Withdrawn,Medium,11,Low
971027,F,West Midlands Region,HE Qualification,60,90-100%,3098,68,High,Medium,Safe,1,0,Pass,High,51.63333333,Medium
1035023,F,London Region,Lower Than A Level,60,30-40%,1896,70,High,Medium,Low Risk,1,0,Pass,High,31.6,Low
1105478,M,Scotland,HE Qualification,60,80-90%,1695,82.6,High,High,Low Risk,1,0,Pass,High,28.25,Low
